Symbol,Date,Close
MA,6/23/2015 16:00:00,95.7
MA,6/24/2015 16:00:00,95.51
MA,6/25/2015 16:00:00,94.46
MA,6/26/2015 16:00:00,94.51
MA,6/29/2015 16:00:00,92.52
MA,6/30/2015 16:00:00,93.48
MA,7/1/2015 16:00:00,94.5
MA,7/2/2015 16:00:00,94.24
MA,7/6/2015 16:00:00,94.52
MA,7/7/2015 16:00:00,93.89
MA,7/8/2015 16:00:00,92.49
MA,7/9/2015 16:00:00,93.04
MA,7/10/2015 16:00:00,94.62
MA,7/13/2015 16:00:00,95.5
MA,7/14/2015 16:00:00,95.27
MA,7/15/2015 16:00:00,95.25
MA,7/16/2015 16:00:00,95.82
MA,7/17/2015 16:00:00,96.08
MA,7/20/2015 16:00:00,97.26
MA,7/21/2015 16:00:00,96.71
MA,7/22/2015 16:00:00,96.88
MA,7/23/2015 16:00:00,95.16
MA,7/24/2015 16:00:00,95.83
MA,7/27/2015 16:00:00,94.39
MA,7/28/2015 16:00:00,95.16
MA,7/29/2015 16:00:00,96.73
MA,7/30/2015 16:00:00,98.41
MA,7/31/2015 16:00:00,97.4
MA,8/3/2015 16:00:00,97.44
MA,8/4/2015 16:00:00,97.3
MA,8/5/2015 16:00:00,98.27
MA,8/6/2015 16:00:00,97.16
MA,8/7/2015 16:00:00,97.77
MA,8/10/2015 16:00:00,98.08
MA,8/11/2015 16:00:00,97.2
MA,8/12/2015 16:00:00,97.04
MA,8/13/2015 16:00:00,97.23
MA,8/14/2015 16:00:00,97.89
MA,8/17/2015 16:00:00,97.86
MA,8/18/2015 16:00:00,97.6
MA,8/19/2015 16:00:00,96.6
MA,8/20/2015 16:00:00,94.56
MA,8/21/2015 16:00:00,90.68
MA,8/24/2015 16:00:00,87.83
MA,8/25/2015 16:00:00,86.82
MA,8/26/2015 16:00:00,91.71
MA,8/27/2015 16:00:00,94.05
MA,8/28/2015 16:00:00,94.08
MA,8/31/2015 16:00:00,92.37
MA,9/1/2015 16:00:00,89.05
MA,9/2/2015 16:00:00,90.43
MA,9/3/2015 16:00:00,91.65
MA,9/4/2015 16:00:00,90.53
MA,9/8/2015 16:00:00,92.9
MA,9/9/2015 16:00:00,89.97
MA,9/10/2015 16:00:00,89.68
MA,9/11/2015 16:00:00,91.35
MA,9/14/2015 16:00:00,90.94
MA,9/15/2015 16:00:00,92.11
MA,9/16/2015 16:00:00,92.73
MA,9/17/2015 16:00:00,93.21
MA,9/18/2015 16:00:00,92.15
MA,9/21/2015 16:00:00,93.05
MA,9/22/2015 16:00:00,92.07
MA,9/23/2015 16:00:00,92.14
MA,9/24/2015 16:00:00,91.12
MA,9/25/2015 16:00:00,91.3
MA,9/28/2015 16:00:00,88.35
MA,9/29/2015 16:00:00,88.76
MA,9/30/2015 16:00:00,90.12
MA,10/1/2015 16:00:00,90.73
MA,10/2/2015 16:00:00,92.07
MA,10/5/2015 16:00:00,94.33
MA,10/6/2015 16:00:00,93.92
MA,10/7/2015 16:00:00,95.18
MA,10/8/2015 16:00:00,95.87
MA,10/9/2015 16:00:00,95.82
MA,10/12/2015 16:00:00,96.64
MA,10/13/2015 16:00:00,95.93
MA,10/14/2015 16:00:00,95.03
MA,10/15/2015 16:00:00,97.16
MA,10/16/2015 16:00:00,97.64
MA,10/19/2015 16:00:00,97.74
MA,10/20/2015 16:00:00,97.67
MA,10/21/2015 16:00:00,96.6
MA,10/22/2015 16:00:00,98.02
MA,10/23/2015 16:00:00,99.79
MA,10/26/2015 16:00:00,99.63
MA,10/27/2015 16:00:00,98.43
MA,10/28/2015 16:00:00,100.09
MA,10/29/2015 16:00:00,100.59
MA,10/30/2015 16:00:00,98.99
MA,11/2/2015 16:00:00,99.38
MA,11/3/2015 16:00:00,100.12
MA,11/4/2015 16:00:00,100.52
MA,11/5/2015 16:00:00,100.69
MA,11/6/2015 16:00:00,101.5
MA,11/9/2015 16:00:00,100.47
MA,11/10/2015 16:00:00,100.65
MA,11/11/2015 16:00:00,100.88
MA,11/12/2015 16:00:00,98.28
MA,11/13/2015 16:00:00,96.86
MA,11/16/2015 16:00:00,98.3
MA,11/17/2015 16:00:00,98.07
MA,11/18/2015 16:00:00,99.16
MA,11/19/2015 16:00:00,98.93
MA,11/20/2015 16:00:00,99.5
MA,11/23/2015 16:00:00,99.37
MA,11/24/2015 16:00:00,98.5
MA,11/25/2015 16:00:00,98.16
MA,11/27/2015 16:00:00,98.67
MA,11/30/2015 16:00:00,97.92
MA,12/1/2015 16:00:00,97.93
MA,12/2/2015 16:00:00,97.1
MA,12/3/2015 16:00:00,95.96
MA,12/4/2015 16:00:00,98.7
MA,12/7/2015 16:00:00,97.82
MA,12/8/2015 16:00:00,98.18
MA,12/9/2015 16:00:00,97.82
MA,12/10/2015 16:00:00,97.61
MA,12/11/2015 16:00:00,94.83
MA,12/14/2015 16:00:00,96.3
MA,12/15/2015 16:00:00,98.43
MA,12/16/2015 16:00:00,100.04
MA,12/17/2015 16:00:00,99.33
MA,12/18/2015 16:00:00,96.29
MA,12/21/2015 16:00:00,97.04
MA,12/22/2015 16:00:00,97.54
MA,12/23/2015 16:00:00,98.73
MA,12/24/2015 16:00:00,98.59
MA,12/28/2015 16:00:00,98.53
MA,12/29/2015 16:00:00,99.72
MA,12/30/2015 16:00:00,98.87
MA,12/31/2015 16:00:00,97.36
MA,1/4/2016 16:00:00,94.81
MA,1/5/2016 16:00:00,94.99
MA,1/6/2016 16:00:00,93.35
MA,1/7/2016 16:00:00,91.64
MA,1/8/2016 16:00:00,89.89
MA,1/11/2016 16:00:00,90.58
MA,1/12/2016 16:00:00,91.44
MA,1/13/2016 16:00:00,89.19
MA,1/14/2016 16:00:00,90.71
MA,1/15/2016 16:00:00,88.71
MA,1/19/2016 16:00:00,86.22
MA,1/20/2016 16:00:00,85.13
MA,1/21/2016 16:00:00,86.12
MA,1/22/2016 16:00:00,88
MA,1/25/2016 16:00:00,86.77
MA,1/26/2016 16:00:00,87
MA,1/27/2016 16:00:00,84.81
MA,1/28/2016 16:00:00,83.43
MA,1/29/2016 16:00:00,89.03
MA,2/1/2016 16:00:00,88.63
MA,2/2/2016 16:00:00,85.93
MA,2/3/2016 16:00:00,86.47
MA,2/4/2016 16:00:00,86.33
MA,2/5/2016 16:00:00,82.76
MA,2/8/2016 16:00:00,80.65
MA,2/9/2016 16:00:00,81.97
MA,2/10/2016 16:00:00,83.31
MA,2/11/2016 16:00:00,82.11
MA,2/12/2016 16:00:00,84.89
MA,2/16/2016 16:00:00,86.18
MA,2/17/2016 16:00:00,87.21
MA,2/18/2016 16:00:00,86.04
MA,2/19/2016 16:00:00,86.79
MA,2/22/2016 16:00:00,87.82
MA,2/23/2016 16:00:00,86.21
MA,2/24/2016 16:00:00,86.42
MA,2/25/2016 16:00:00,87.42
MA,2/26/2016 16:00:00,87.57
MA,2/29/2016 16:00:00,86.92
MA,3/1/2016 16:00:00,90.1
MA,3/2/2016 16:00:00,89.89
MA,3/3/2016 16:00:00,89.74
MA,3/4/2016 16:00:00,90.05
MA,3/7/2016 16:00:00,88.3
MA,3/8/2016 16:00:00,86.85
MA,3/9/2016 16:00:00,87.18
MA,3/10/2016 16:00:00,86.89
MA,3/11/2016 16:00:00,88.58
MA,3/14/2016 16:00:00,88.87
MA,3/15/2016 16:00:00,89.36
MA,3/16/2016 16:00:00,90.01
MA,3/17/2016 16:00:00,91.41
MA,3/18/2016 16:00:00,92.31
MA,3/21/2016 16:00:00,92.35
MA,3/22/2016 16:00:00,91.76
MA,3/23/2016 16:00:00,92.13
MA,3/24/2016 16:00:00,91.91
MA,3/28/2016 16:00:00,91.24
MA,3/29/2016 16:00:00,92.78
MA,3/30/2016 16:00:00,93.81
MA,3/31/2016 16:00:00,94.5
MA,4/1/2016 16:00:00,95.87
MA,4/4/2016 16:00:00,95.05
MA,4/5/2016 16:00:00,94.35
MA,4/6/2016 16:00:00,94.75
MA,4/7/2016 16:00:00,93.51
MA,4/8/2016 16:00:00,93.79
MA,4/11/2016 16:00:00,93.47
MA,4/12/2016 16:00:00,93.86
MA,4/13/2016 16:00:00,95.75
MA,4/14/2016 16:00:00,96.17
MA,4/15/2016 16:00:00,96.68
MA,4/18/2016 16:00:00,97.67
MA,4/19/2016 16:00:00,97.24
MA,4/20/2016 16:00:00,97.9
MA,4/21/2016 16:00:00,97.54
MA,4/22/2016 16:00:00,97.45
MA,4/25/2016 16:00:00,96.98
MA,4/26/2016 16:00:00,97.27
MA,4/27/2016 16:00:00,98.38
MA,4/28/2016 16:00:00,97.18
MA,4/29/2016 16:00:00,96.99
MA,5/2/2016 16:00:00,97.77
MA,5/3/2016 16:00:00,96.45
MA,5/4/2016 16:00:00,96.25
MA,5/5/2016 16:00:00,96.19
MA,5/6/2016 16:00:00,96.68
MA,5/9/2016 16:00:00,96.72
MA,5/10/2016 16:00:00,97.64
MA,5/11/2016 16:00:00,96.41
MA,5/12/2016 16:00:00,95.85
MA,5/13/2016 16:00:00,95.36
MA,5/16/2016 16:00:00,96.15
MA,5/17/2016 16:00:00,95.6
MA,5/18/2016 16:00:00,95.63
MA,5/19/2016 16:00:00,94.7
MA,5/20/2016 16:00:00,95.47
MA,5/23/2016 16:00:00,95.08
MA,5/24/2016 16:00:00,96.48
MA,5/25/2016 16:00:00,96.45
MA,5/26/2016 16:00:00,96.38
MA,5/27/2016 16:00:00,97.18
MA,5/31/2016 16:00:00,95.9
MA,6/1/2016 16:00:00,96.41
MA,6/2/2016 16:00:00,96.88
MA,6/3/2016 16:00:00,96.03
MA,6/6/2016 16:00:00,96.64
MA,6/7/2016 16:00:00,96.68
MA,6/8/2016 16:00:00,97.99
MA,6/9/2016 16:00:00,97.02
MA,6/10/2016 16:00:00,95.21
MA,6/13/2016 16:00:00,94.19
MA,6/14/2016 16:00:00,94.11
MA,6/15/2016 16:00:00,93.34
MA,6/16/2016 16:00:00,94.08
MA,6/17/2016 16:00:00,93.29
MA,6/20/2016 16:00:00,94.35
MA,6/21/2016 16:00:00,95.11
MA,6/22/2016 16:00:00,94.06
MA,6/23/2016 16:00:00,95.71
MA,6/24/2016 16:00:00,91.47
MA,6/27/2016 16:00:00,89.07
MA,6/28/2016 16:00:00,90.42
MA,6/29/2016 16:00:00,92.13
MA,6/30/2016 16:00:00,88.06
MA,7/1/2016 16:00:00,88.85
MA,7/5/2016 16:00:00,88.24
MA,7/6/2016 16:00:00,86.83
MA,7/7/2016 16:00:00,87.81
MA,7/8/2016 16:00:00,88.56
MA,7/11/2016 16:00:00,88.75
MA,7/12/2016 16:00:00,90
MA,7/13/2016 16:00:00,90.34
MA,7/14/2016 16:00:00,91.45
MA,7/15/2016 16:00:00,90.93
MA,7/18/2016 16:00:00,91.6
MA,7/19/2016 16:00:00,92.38
MA,7/20/2016 16:00:00,93.3
MA,7/21/2016 16:00:00,92.46
MA,7/22/2016 16:00:00,93.66
MA,7/25/2016 16:00:00,93
MA,7/26/2016 16:00:00,93.43
MA,7/27/2016 16:00:00,93.75
MA,7/28/2016 16:00:00,96.01
MA,7/29/2016 16:00:00,95.24
MA,8/1/2016 16:00:00,95.07
MA,8/2/2016 16:00:00,95.25
MA,8/3/2016 16:00:00,95.08
MA,8/4/2016 16:00:00,95.91
MA,8/5/2016 16:00:00,96.88
MA,8/8/2016 16:00:00,96.78
MA,8/9/2016 16:00:00,96.7
MA,8/10/2016 16:00:00,96.29
MA,8/11/2016 16:00:00,96.53
MA,8/12/2016 16:00:00,96.12
MA,8/15/2016 16:00:00,96.44
MA,8/16/2016 16:00:00,95.62
MA,8/17/2016 16:00:00,95.59
MA,8/18/2016 16:00:00,95.27
MA,8/19/2016 16:00:00,95.22
MA,8/22/2016 16:00:00,95.79
MA,8/23/2016 16:00:00,96.29
MA,8/24/2016 16:00:00,95.53
MA,8/25/2016 16:00:00,95.59
MA,8/26/2016 16:00:00,96.47
MA,8/29/2016 16:00:00,96.78
MA,8/30/2016 16:00:00,97.09
MA,8/31/2016 16:00:00,96.63
MA,9/1/2016 16:00:00,97.62
MA,9/2/2016 16:00:00,97.89
MA,9/6/2016 16:00:00,98.79
MA,9/7/2016 16:00:00,99.57
MA,9/8/2016 16:00:00,99.98
MA,9/9/2016 16:00:00,98.15
MA,9/12/2016 16:00:00,100.11
MA,9/13/2016 16:00:00,99.39
MA,9/14/2016 16:00:00,98.71
MA,9/15/2016 16:00:00,99.47
MA,9/16/2016 16:00:00,99.36
MA,9/19/2016 16:00:00,99.68
MA,9/20/2016 16:00:00,100.49
MA,9/21/2016 16:00:00,101.26
MA,9/22/2016 16:00:00,102.12
MA,9/23/2016 16:00:00,101.66
MA,9/26/2016 16:00:00,101.16
MA,9/27/2016 16:00:00,101.45
MA,9/28/2016 16:00:00,101.51
MA,9/29/2016 16:00:00,100.61
MA,9/30/2016 16:00:00,101.77
MA,10/3/2016 16:00:00,101.88
MA,10/4/2016 16:00:00,101.22
MA,10/5/2016 16:00:00,102.4
MA,10/6/2016 16:00:00,102.94
MA,10/7/2016 16:00:00,102.25
MA,10/10/2016 16:00:00,102.65
MA,10/11/2016 16:00:00,101.35
MA,10/12/2016 16:00:00,101.36
MA,10/13/2016 16:00:00,100.65
MA,10/14/2016 16:00:00,100.88
MA,10/17/2016 16:00:00,100.85
MA,10/18/2016 16:00:00,101.73
MA,10/19/2016 16:00:00,102.73
MA,10/20/2016 16:00:00,102.55
MA,10/21/2016 16:00:00,102.85
MA,10/24/2016 16:00:00,103.19
MA,10/25/2016 16:00:00,102.88
MA,10/26/2016 16:00:00,103.22
MA,10/27/2016 16:00:00,103.6
MA,10/28/2016 16:00:00,106.9
MA,10/31/2016 16:00:00,107.02
MA,11/1/2016 16:00:00,104.96
MA,11/2/2016 16:00:00,104
MA,11/3/2016 16:00:00,103.78
MA,11/4/2016 16:00:00,103.03
MA,11/7/2016 16:00:00,105.96
MA,11/8/2016 16:00:00,105.7
MA,11/9/2016 16:00:00,106.19
MA,11/10/2016 16:00:00,104.5
MA,11/11/2016 16:00:00,104.62
MA,11/14/2016 16:00:00,101.14
MA,11/15/2016 16:00:00,102.48
MA,11/16/2016 16:00:00,104
MA,11/17/2016 16:00:00,104.45
MA,11/18/2016 16:00:00,104.78
MA,11/21/2016 16:00:00,105.94
MA,11/22/2016 16:00:00,105.93
MA,11/23/2016 16:00:00,104.56
MA,11/25/2016 16:00:00,105.73
MA,11/28/2016 16:00:00,103.36
MA,11/29/2016 16:00:00,103.82
MA,11/30/2016 16:00:00,102.2
MA,12/1/2016 16:00:00,100.18
MA,12/2/2016 16:00:00,101.1
MA,12/5/2016 16:00:00,103.55
MA,12/6/2016 16:00:00,102
MA,12/7/2016 16:00:00,105.25
MA,12/8/2016 16:00:00,104.82
MA,12/9/2016 16:00:00,104.41
MA,12/12/2016 16:00:00,103.28
MA,12/13/2016 16:00:00,103.32
MA,12/14/2016 16:00:00,103.28
MA,12/15/2016 16:00:00,104.35
MA,12/16/2016 16:00:00,103.43
MA,12/19/2016 16:00:00,103.54
MA,12/20/2016 16:00:00,104.54
MA,12/21/2016 16:00:00,104.17
MA,12/22/2016 16:00:00,104.31
MA,12/23/2016 16:00:00,104.71
MA,12/27/2016 16:00:00,104.8
MA,12/28/2016 16:00:00,103.68
MA,12/29/2016 16:00:00,103.77
MA,12/30/2016 16:00:00,103.25
MA,1/3/2017 16:00:00,105.39
MA,1/4/2017 16:00:00,106.39
MA,1/5/2017 16:00:00,106.99
MA,1/6/2017 16:00:00,107.76
MA,1/9/2017 16:00:00,107.55
MA,1/10/2017 16:00:00,107.32
MA,1/11/2017 16:00:00,107.81
MA,1/12/2017 16:00:00,108.71
MA,1/13/2017 16:00:00,108.7
MA,1/17/2017 16:00:00,108.4
MA,1/18/2017 16:00:00,108.66
MA,1/19/2017 16:00:00,108.53
MA,1/20/2017 16:00:00,109.96
MA,1/23/2017 16:00:00,109.63
MA,1/24/2017 16:00:00,109.92
MA,1/25/2017 16:00:00,110.19
MA,1/26/2017 16:00:00,109.38
MA,1/27/2017 16:00:00,109.84
MA,1/30/2017 16:00:00,109.3
MA,1/31/2017 16:00:00,106.33
MA,2/1/2017 16:00:00,105
MA,2/2/2017 16:00:00,105.14
MA,2/3/2017 16:00:00,106.58
MA,2/6/2017 16:00:00,106.59
MA,2/7/2017 16:00:00,106.6
MA,2/8/2017 16:00:00,106.72
MA,2/9/2017 16:00:00,107.3
MA,2/10/2017 16:00:00,107.27
MA,2/13/2017 16:00:00,108.28
MA,2/14/2017 16:00:00,108.88
MA,2/15/2017 16:00:00,109.66
MA,2/16/2017 16:00:00,109.3
MA,2/17/2017 16:00:00,109.42
MA,2/21/2017 16:00:00,110.16
MA,2/22/2017 16:00:00,109.44
MA,2/23/2017 16:00:00,110.74
MA,2/24/2017 16:00:00,111
MA,2/27/2017 16:00:00,110.57
MA,2/28/2017 16:00:00,110.46
MA,3/1/2017 16:00:00,112.31
MA,3/2/2017 16:00:00,111.33
MA,3/3/2017 16:00:00,111.74
MA,3/6/2017 16:00:00,111.36
MA,3/7/2017 16:00:00,110.96
MA,3/8/2017 16:00:00,110.98
MA,3/9/2017 16:00:00,110.79
MA,3/10/2017 16:00:00,111.21
MA,3/13/2017 16:00:00,111.53
MA,3/14/2017 16:00:00,110.49
MA,3/15/2017 16:00:00,112.02
MA,3/16/2017 16:00:00,112.67
MA,3/17/2017 16:00:00,112.83
MA,3/20/2017 16:00:00,112.41
MA,3/21/2017 16:00:00,110.71
MA,3/22/2017 16:00:00,111.45
MA,3/23/2017 16:00:00,111.6
MA,3/24/2017 16:00:00,111.98
MA,3/27/2017 16:00:00,111.94
MA,3/28/2017 16:00:00,112.47
MA,3/29/2017 16:00:00,112.06
MA,3/30/2017 16:00:00,112.67
MA,3/31/2017 16:00:00,112.47
MA,4/3/2017 16:00:00,112.24
MA,4/4/2017 16:00:00,112.09
MA,4/5/2017 16:00:00,112.07
MA,4/6/2017 16:00:00,112.43
MA,4/7/2017 16:00:00,112.24
MA,4/10/2017 16:00:00,112.32
MA,4/11/2017 16:00:00,112.11
MA,4/12/2017 16:00:00,111.47
MA,4/13/2017 16:00:00,111.22
MA,4/17/2017 16:00:00,112.67
MA,4/18/2017 16:00:00,112.52
MA,4/19/2017 16:00:00,112.29
MA,4/20/2017 16:00:00,114.59
MA,4/21/2017 16:00:00,114.27
MA,4/24/2017 16:00:00,115.7
MA,4/25/2017 16:00:00,116.13
MA,4/26/2017 16:00:00,116.17
MA,4/27/2017 16:00:00,117.1
MA,4/28/2017 16:00:00,116.32
MA,5/1/2017 16:00:00,116.37
MA,5/2/2017 16:00:00,118.12
MA,5/3/2017 16:00:00,117.33
MA,5/4/2017 16:00:00,117.92
MA,5/5/2017 16:00:00,117.5
MA,5/8/2017 16:00:00,116.61
MA,5/9/2017 16:00:00,116.41
MA,5/10/2017 16:00:00,116.65
MA,5/11/2017 16:00:00,116.53
MA,5/12/2017 16:00:00,117.13
MA,5/15/2017 16:00:00,118.21
MA,5/16/2017 16:00:00,118.49
MA,5/17/2017 16:00:00,116.8
MA,5/18/2017 16:00:00,116.24
MA,5/19/2017 16:00:00,117.58
MA,5/22/2017 16:00:00,119
MA,5/23/2017 16:00:00,119.6
MA,5/24/2017 16:00:00,120.7
MA,5/25/2017 16:00:00,121.92
MA,5/26/2017 16:00:00,121.63
MA,5/30/2017 16:00:00,121.65
MA,5/31/2017 16:00:00,122.88
MA,6/1/2017 16:00:00,123.4
MA,6/2/2017 16:00:00,125.2
MA,6/5/2017 16:00:00,125.9
MA,6/6/2017 16:00:00,125.24
MA,6/7/2017 16:00:00,125.19
MA,6/8/2017 16:00:00,124.76
MA,6/9/2017 16:00:00,123.04
MA,6/12/2017 16:00:00,120.76
MA,6/13/2017 16:00:00,122.32
MA,6/14/2017 16:00:00,122.5
MA,6/15/2017 16:00:00,121.42
MA,6/16/2017 16:00:00,121.96
MA,6/19/2017 16:00:00,123.09
MA,6/20/2017 16:00:00,122.93
MA,6/21/2017 16:00:00,123.1
MA,6/22/2017 16:00:00,123.3
MA,6/23/2017 16:00:00,124.01
MA,6/26/2017 16:00:00,123.52
MA,6/27/2017 16:00:00,122.74
MA,6/28/2017 16:00:00,124.81
MA,6/29/2017 16:00:00,121.51
MA,6/30/2017 16:00:00,121.45
MA,7/3/2017 16:00:00,120.78
MA,7/5/2017 16:00:00,121.98
MA,7/6/2017 16:00:00,120.8
MA,7/7/2017 16:00:00,122.2
MA,7/10/2017 16:00:00,122.73
MA,7/11/2017 16:00:00,124.23
MA,7/12/2017 16:00:00,125.28
MA,7/13/2017 16:00:00,125.47
MA,7/14/2017 16:00:00,127.01
MA,7/17/2017 16:00:00,127.43
MA,7/18/2017 16:00:00,127.73
MA,7/19/2017 16:00:00,128.04
MA,7/20/2017 16:00:00,128.47
MA,7/21/2017 16:00:00,129.27
MA,7/24/2017 16:00:00,129.52
MA,7/25/2017 16:00:00,129.98
MA,7/26/2017 16:00:00,130.99
MA,7/27/2017 16:00:00,128.93
MA,7/28/2017 16:00:00,127.91
MA,7/31/2017 16:00:00,127.8
MA,8/1/2017 16:00:00,129.49
MA,8/2/2017 16:00:00,130.61
MA,8/3/2017 16:00:00,129.89
MA,8/4/2017 16:00:00,129.82
MA,8/7/2017 16:00:00,130.38
MA,8/8/2017 16:00:00,129.84
MA,8/9/2017 16:00:00,129.72
MA,8/10/2017 16:00:00,127.67
MA,8/11/2017 16:00:00,128.55
MA,8/14/2017 16:00:00,131.09
MA,8/15/2017 16:00:00,131.58
MA,8/16/2017 16:00:00,132.37
MA,8/17/2017 16:00:00,130.88
MA,8/18/2017 16:00:00,131.14
MA,8/21/2017 16:00:00,131.94
MA,8/22/2017 16:00:00,133.8
MA,8/23/2017 16:00:00,133.07
MA,8/24/2017 16:00:00,132.96
MA,8/25/2017 16:00:00,132.75
MA,8/28/2017 16:00:00,133.85
MA,8/29/2017 16:00:00,133.84
MA,8/30/2017 16:00:00,133.8
MA,8/31/2017 16:00:00,133.3
MA,9/1/2017 16:00:00,133.24
MA,9/5/2017 16:00:00,132.66
MA,9/6/2017 16:00:00,132.89
MA,9/7/2017 16:00:00,136.53
MA,9/8/2017 16:00:00,137.22
MA,9/11/2017 16:00:00,141.99
MA,9/12/2017 16:00:00,142.42
MA,9/13/2017 16:00:00,140.1
MA,9/14/2017 16:00:00,141.47
MA,9/15/2017 16:00:00,141.58
MA,9/18/2017 16:00:00,141.4
MA,9/19/2017 16:00:00,142.49
MA,9/20/2017 16:00:00,142.24
MA,9/21/2017 16:00:00,141.72
MA,9/22/2017 16:00:00,141.89
MA,9/25/2017 16:00:00,138.57
MA,9/26/2017 16:00:00,138.37
MA,9/27/2017 16:00:00,139.67
MA,9/28/2017 16:00:00,140.2
MA,9/29/2017 16:00:00,141.2
MA,10/2/2017 16:00:00,141.82
MA,10/3/2017 16:00:00,143.02
MA,10/4/2017 16:00:00,142.09
MA,10/5/2017 16:00:00,143.75
MA,10/6/2017 16:00:00,143.52
MA,10/9/2017 16:00:00,144.55
MA,10/10/2017 16:00:00,145.65
MA,10/11/2017 16:00:00,146.85
MA,10/12/2017 16:00:00,146.74
MA,10/13/2017 16:00:00,147.34
MA,10/16/2017 16:00:00,146.22
MA,10/17/2017 16:00:00,145.93
MA,10/18/2017 16:00:00,146.19
MA,10/19/2017 16:00:00,144.98
MA,10/20/2017 16:00:00,145.38
MA,10/23/2017 16:00:00,145.56
MA,10/24/2017 16:00:00,145.8
MA,10/25/2017 16:00:00,146.24
MA,10/26/2017 16:00:00,146.59
MA,10/27/2017 16:00:00,148.52
MA,10/30/2017 16:00:00,148.95
MA,10/31/2017 16:00:00,148.77
MA,11/1/2017 16:00:00,148.89
MA,11/2/2017 16:00:00,148.25
MA,11/3/2017 16:00:00,149.29
MA,11/6/2017 16:00:00,150.09
MA,11/7/2017 16:00:00,149.97
MA,11/8/2017 16:00:00,149.97
MA,11/9/2017 16:00:00,149.29
MA,11/10/2017 16:00:00,149.54
MA,11/13/2017 16:00:00,149.69
MA,11/14/2017 16:00:00,149.95
MA,11/15/2017 16:00:00,148.33
MA,11/16/2017 16:00:00,150.33
MA,11/17/2017 16:00:00,149.02
MA,11/20/2017 16:00:00,149.56
MA,11/21/2017 16:00:00,152.51
MA,11/22/2017 16:00:00,151.25
MA,11/24/2017 13:00:00,152.74
MA,11/27/2017 16:00:00,152.97
MA,11/28/2017 16:00:00,154.19
MA,11/29/2017 16:00:00,148.35
MA,11/30/2017 16:00:00,150.47
MA,12/1/2017 16:00:00,149.69
MA,12/4/2017 16:00:00,143.43
MA,12/5/2017 16:00:00,145.13
MA,12/6/2017 16:00:00,147.42
